user,comment,time,votes,Case Folding,stopword removal,Lemmatization,tokens,stemming
@ghiyasalfarisi,"Mendengar percakapan pak purbaya dan pak gita, semakin optimis bahwa Indonesia bisa bersinar leih cepat akan tetapi ada ""hambatan"" bahasa halus pak purbaya yang tidak sesuai dengan kepemimpinan tertinggi, lekas pulih Indonesiaku.",1 day ago (edited),2,mendengar percakapan pak purbaya dan pak gita semakin optimis bahwa indonesia bisa bersinar leih cepat akan tetapi ada hambatan bahasa halus pak purbaya yang tidak sesuai dengan kepemimpinan tertinggi lekas pulih indonesiaku,mendengar percakapan pak purbaya pak gita semakin optimis indonesia bersinar leih cepat tetapi hambatan bahasa halus pak purbaya tidak sesuai kepemimpinan tertinggi lekas pulih indonesiaku,dengar cakap pak purbaya pak gita makin optimis indonesia sinar leih cepat tetapi hambat bahasa halus pak purbaya tidak sesuai pimpin tinggi lekas pulih indonesia,"['dengar', 'cakap', 'pak', 'purbaya', 'pak', 'gita', 'makin', 'optimis', 'indonesia', 'sinar', 'leih', 'cepat', 'tetapi', 'hambat', 'bahasa', 'halus', 'pak', 'purbaya', 'tidak', 'sesuai', 'pimpin', 'tinggi', 'lekas', 'pulih', 'indonesia']",dengar cakap pak purbaya pak gita makin optimis indonesia sinar leih cepat hambat bahasa halus pak purbaya sesuai pimpin tinggi lekas pulih indonesia
@sangpetualangv7539,"Ini baru kelasss , 2 2 nya orang hebat",10 hours ago,0,ini baru kelasss 2 2 nya orang hebat,baru kelasss nya orang hebat,baru kelasss nya orang hebat,"['baru', 'kelasss', 'nya', 'orang', 'hebat']",baru kelasss nya orang hebat
@agungwidiadi,Keren habis👍,1 day ago,0,keren habis,keren habis,keren habis,"['keren', 'habis']",keren habis
@tonggisumihar46,saling berdiskusi dan keduanya paham ekonomi. mantap,1 day ago,0,saling berdiskusi dan keduanya paham ekonomi mantap,saling berdiskusi keduanya paham ekonomi mantap,saling diskus dua paham ekonomi mantap,"['saling', 'diskus', 'dua', 'paham', 'ekonomi', 'mantap']",saling diskus paham ekonomi mantap
@skotsful,superrrrrrrrrr,1 day ago,0,superrrrrrrrrr,superrrrrrrrrr,superrrrrrrrrr,['superrrrrrrrrr'],superrrrrrrrrr
@andrianlaksana9354,Idola gw nih...,1 day ago,0,idola gw nih,idola gw nih,idola gw nih,"['idola', 'gw', 'nih']",idola gw nih
@SupandiSagala-v8h,Idola gue bro ❤,1 day ago,0,idola gue bro,idola gue bro,idola gue bro,"['idola', 'gue', 'bro']",idola gue bro
@dwinaaulia7692,sehat sehat pak purrrr,1 day ago,0,sehat sehat pak purrrr,sehat sehat pak purrrr,sehat sehat pak purrrr,"['sehat', 'sehat', 'pak', 'purrrr']",sehat sehat pak purrrr
@ecopoer9370,closing statement keren pak pur...,1 day ago,0,closing statement keren pak pur,closing statement keren pak pur,closing statement keren pak pur,"['closing', 'statement', 'keren', 'pak', 'pur']",closing statement keren pak pur
@yongkyardhana,Sangat berkelas,1 day ago,0,sangat berkelas,sangat berkelas,sangat kelas,"['sangat', 'kelas']",sangat kelas
@DedenIsmail-dh9bt,mewahhhh,1 day ago,0,mewahhhh,mewahhhh,mewahhhh,['mewahhhh'],mewahhhh
@MyMiniPlanet,"Potret Pejabat yang kerja buat rakyat dan rakyat bisa merasakan kerjanya tulus. Ga pake tipu tipu, omon omon, pencitraan. Kami bersamamu pak Purbaya",1 day ago,0,potret pejabat yang kerja buat rakyat dan rakyat bisa merasakan kerjanya tulus ga pake tipu tipu omon omon pencitraan kami bersamamu pak purbaya,potret pejabat kerja buat rakyat rakyat merasakan kerjanya tulus ga pake tipu tipu omon omon pencitraan bersamamu pak purbaya,potret jabat kerja buat rakyat rakyat rasa kerja tulus ga pake tipu tipu omon omon citra sama pak purbaya,"['potret', 'jabat', 'kerja', 'buat', 'rakyat', 'rakyat', 'rasa', 'kerja', 'tulus', 'ga', 'pake', 'tipu', 'tipu', 'omon', 'omon', 'citra', 'sama', 'pak', 'purbaya']",potret jabat kerja buat rakyat rakyat rasa kerja tulus ga pake tipu tipu omon omon citra sama pak purbaya
@faizin206,keren,1 day ago,0,keren,keren,keren,['keren'],keren
@khairulfahmi2239,Was Brilliant👍👍,1 day ago,0,was brilliant,was brilliant,was brilliant,"['was', 'brilliant']",was brilliant
@knuckles_mx869,kereeen pak,1 day ago,0,kereeen pak,kereeen pak,kereeen pak,"['kereeen', 'pak']",kereeen pak
@sriwahyuningsih4041,Daging semua ini pak purbaya dg p.gita ex menteri perdagangan jmn p. Sby,1 hour ago,0,daging semua ini pak purbaya dg pgita ex menteri perdagangan jmn p sby,daging semua pak purbaya dg pgita ex menteri perdagangan jmn p sby,daging semua pak purbaya dg pgita ex menteri dagang jmn p sby,"['daging', 'semua', 'pak', 'purbaya', 'dg', 'pgita', 'ex', 'menteri', 'dagang', 'jmn', 'p', 'sby']",daging semua pak purbaya dg pgita ex menteri dagang jmn p sby
@taufiqfaturrahman7276,"Keren !!!!!
Setidaknya saya rakyat biasa bisa tau pembicaraan penting ini",1 day ago,0,keren setidaknya saya rakyat biasa bisa tau pembicaraan penting ini,keren saya rakyat biasa tau pembicaraan penting,keren saya rakyat biasa tau bicara penting,"['keren', 'saya', 'rakyat', 'biasa', 'tau', 'bicara', 'penting']",keren rakyat biasa tau bicara penting
@AlvaInspirasi,FULL DAGING.... Terimakasih mengajari kami yang nggak sekolah tinggi...,13 hours ago,0,full daging terimakasih mengajari kami yang nggak sekolah tinggi,full daging terimakasih mengajari yang sekolah tinggi,full daging terimakasih ajar yang sekolah tinggi,"['full', 'daging', 'terimakasih', 'ajar', 'yang', 'sekolah', 'tinggi']",full daging terimakasih ajar sekolah tinggi
@dimasnovadhiansyah315,Menarik topiknya,1 day ago,0,menarik topiknya,menarik topiknya,tarik topik,"['tarik', 'topik']",tarik topik
@sinatryaian6800,good,19 hours ago,0,good,good,good,['good'],good
@bly961,"Luar biasa pak Gita, bintang tamu kali ini bukan kaleng2 😁",1 day ago,0,luar biasa pak gita bintang tamu kali ini bukan kaleng2,luar biasa pak gita bintang tamu kali bukan kaleng,luar biasa pak gita bintang tamu kali bukan kaleng,"['luar', 'biasa', 'pak', 'gita', 'bintang', 'tamu', 'kali', 'bukan', 'kaleng']",luar biasa pak gita bintang tamu kali bukan kaleng
@edusainstv9182,Diskusi full daging 🎉,1 day ago,0,diskusi full daging,diskusi full daging,diskusi full daging,"['diskusi', 'full', 'daging']",diskusi full daging
@akusopo1713,"Yang tidak pernah belajar ekonomi, dari sini kita dapat asupan protein yang sangat mahal harganya.. 

Sehat selalu, dan semoga dilindungi Allah dari segala keburukkan setan berwujud manusia..",1 day ago,0,yang tidak pernah belajar ekonomi dari sini kita dapat asupan protein yang sangat mahal harganya sehat selalu dan semoga dilindungi allah dari segala keburukkan setan berwujud manusia,tidak pernah belajar ekonomi sini dapat asupan protein sangat mahal harganya sehat selalu semoga dilindungi allah segala keburukkan setan berwujud manusia,tidak pernah ajar ekonomi sini dapat asupan protein sangat mahal harga sehat selalu moga lindung allah segala buruk setan wujud manusia,"['tidak', 'pernah', 'ajar', 'ekonomi', 'sini', 'dapat', 'asupan', 'protein', 'sangat', 'mahal', 'harga', 'sehat', 'selalu', 'moga', 'lindung', 'allah', 'segala', 'buruk', 'setan', 'wujud', 'manusia']",pernah ajar ekonomi sini asupan protein sangat mahal harga sehat selalu moga lindung allah segala buruk setan wujud manusia
@FaisalHafidzM,Andre Taulany pinter juga ekonominya😂😂,12 hours ago,1,andre taulany pinter juga ekonominya,andre taulany pinter ekonominya,andre taulany pinter ekonomi,"['andre', 'taulany', 'pinter', 'ekonomi']",andre taulany pinter ekonomi
@hanssalinno6307,Visi misi keren dan logis,1 day ago,0,visi misi keren dan logis,visi misi keren logis,visi misi keren logis,"['visi', 'misi', 'keren', 'logis']",visi misi keren logis
@rifkifadillah2057,Terlalu mewah ini podcast,7 hours ago,0,terlalu mewah ini podcast,terlalu mewah podcast,terlalu mewah podcast,"['terlalu', 'mewah', 'podcast']",terlalu mewah podcast
@ajie5054,Menarik,13 hours ago,0,menarik,menarik,tarik,['tarik'],tarik
@hansensebastianpakpahan6488,Akhirnya keresahan tentang pendidikan Pak Gita ada yg respon,1 day ago,0,akhirnya keresahan tentang pendidikan pak gita ada yg respon,akhirnya keresahan pendidikan pak gita yg respon,akhir resah didik pak gita yg respon,"['akhir', 'resah', 'didik', 'pak', 'gita', 'yg', 'respon']",akhir resah didik pak gita yg respon
@hrstr5282,"Salam dari ex Halliburton, yg sekarang bangun dunia usaha juga...ternyata ekonomi menarik",13 hours ago,0,salam dari ex halliburton yg sekarang bangun dunia usaha jugaternyata ekonomi menarik,salam ex halliburton yg sekarang bangun dunia usaha jugaternyata ekonomi menarik,salam ex halliburton yg sekarang bangun dunia usaha jugaternyata ekonomi tarik,"['salam', 'ex', 'halliburton', 'yg', 'sekarang', 'bangun', 'dunia', 'usaha', 'jugaternyata', 'ekonomi', 'tarik']",salam ex halliburton yg sekarang bangun dunia usaha jugaternyata ekonomi tarik
@amijaya2091,"Seorang presiden bisa sukses mempimpin suatu negara bila tangan kiri dan kanannya jalan, 
Dan rasa semangat pun hidup untuk rakyatnya bila benar benar pembantu presiden bisa seirama🎉",1 day ago,0,seorang presiden bisa sukses mempimpin suatu negara bila tangan kiri dan kanannya jalan dan rasa semangat pun hidup untuk rakyatnya bila benar benar pembantu presiden bisa seirama,seorang presiden sukses mempimpin suatu negara bila tangan kiri kanannya jalan rasa semangat hidup rakyatnya bila benar benar pembantu presiden seirama,orang presiden sukses pimpin suatu negara bila tangan kiri kanan jalan rasa semangat hidup rakyat bila benar benar bantu presiden irama,"['orang', 'presiden', 'sukses', 'pimpin', 'suatu', 'negara', 'bila', 'tangan', 'kiri', 'kanan', 'jalan', 'rasa', 'semangat', 'hidup', 'rakyat', 'bila', 'benar', 'benar', 'bantu', 'presiden', 'irama']",orang presiden sukses pimpin suatu negara bila tangan kiri kanan jalan rasa semangat hidup rakyat bila benar benar bantu presiden irama
@DamarPanuluh-j1z,My fave Minister,1 day ago,1,my fave minister,my fave minister,my fave mister,"['my', 'fave', 'mister']",my fave mister
@huseinalmaarif1958,Terimakasih loh pak,1 day ago,0,terimakasih loh pak,terimakasih loh pak,terimakasih loh pak,"['terimakasih', 'loh', 'pak']",terimakasih loh pak
@iCrestfalleN,this is what we were waiting for! thank you pak GIta,1 day ago,0,this is what we were waiting for thank you pak gita,this is what we were waiting for thank you pak gita,this is what we were waiting for thank you pak gita,"['this', 'is', 'what', 'we', 'were', 'waiting', 'for', 'thank', 'you', 'pak', 'gita']",this is what we were waiting for thank you pak gita
@adlinseburonan,48.16 😢 menitikkan air mata saya mendengar itu,1 day ago,0,4816 menitikkan air mata saya mendengar itu,menitikkan air mata mendengar,titik air mata dengar,"['titik', 'air', 'mata', 'dengar']",titik air mata dengar
@chanelwahyudihardiantooffi4351,Daging semua. Dari soal gaji guru sampai indonesia akan GO menjulang. Semoga konsisten dan mereka2 dilindungi da diberkahi Allah SWT. Amin,10 hours ago,0,daging semua dari soal gaji guru sampai indonesia akan go menjulang semoga konsisten dan mereka2 dilindungi da diberkahi allah swt amin,daging semua soal gaji guru indonesia go menjulang semoga konsisten mereka dilindungi da diberkahi allah swt amin,daging semua soal gaji guru indonesia go julang moga konsisten mereka lindung da kah allah swt amin,"['daging', 'semua', 'soal', 'gaji', 'guru', 'indonesia', 'go', 'julang', 'moga', 'konsisten', 'mereka', 'lindung', 'da', 'kah', 'allah', 'swt', 'amin']",daging semua soal gaji guru indonesia go julang moga konsisten lindung da allah swt amin
@Chairulj,Diskusi yang SANGAT BERKELAS TINGGI A+++++++++++++++++++++++++++++++++++++++,1 day ago,0,diskusi yang sangat berkelas tinggi a,diskusi sangat berkelas tinggi a,diskusi sangat kelas tinggi a,"['diskusi', 'sangat', 'kelas', 'tinggi', 'a']",diskusi sangat kelas tinggi a
@KucingKucingKucingKucingKucing,malah kepikiran gmna jadinya bila semua anggota dpr-mpr sekaliber beliau berdua,12 hours ago,1,malah kepikiran gmna jadinya bila semua anggota dprmpr sekaliber beliau berdua,malah kepikiran gmna jadinya bila semua anggota dprmpr sekaliber beliau berdua,malah pikir gmna jadi bila semua anggota dprmpr kaliber beliau dua,"['malah', 'pikir', 'gmna', 'jadi', 'bila', 'semua', 'anggota', 'dprmpr', 'kaliber', 'beliau', 'dua']",malah pikir gmna jadi bila semua anggota dprmpr kaliber beliau
@DollyAgusSaputraLubis,"Kalaulah ada program untuk sekolah kembali, saya siap pak 😊",1 day ago,0,kalaulah ada program untuk sekolah kembali saya siap pak,kalaulah program sekolah saya siap pak,kalau program sekolah saya siap pak,"['kalau', 'program', 'sekolah', 'saya', 'siap', 'pak']",kalau program sekolah siap pak
@anandafaisol4326,baru KALI INI SAYA SENENG DENGERIN MANKEU NGOMONG... SERASA KULIAH SINGKAT😍😍😍😍😍😍👍👍👍👍👍👍 TERIMAKASIH PAK GITA...,6 hours ago (edited),0,baru kali ini saya seneng dengerin mankeu ngomong serasa kuliah singkat terimakasih pak gita,baru kali saya seneng dengerin mankeu ngomong serasa kuliah singkat terimakasih pak gita,baru kali saya neng dengerin mankeu ngomong serasa kuliah singkat terimakasih pak gita,"['baru', 'kali', 'saya', 'neng', 'dengerin', 'mankeu', 'ngomong', 'serasa', 'kuliah', 'singkat', 'terimakasih', 'pak', 'gita']",baru kali neng dengerin mankeu ngomong serasa kuliah singkat terimakasih pak gita
@Gasa21,Masterclass 👍👍,1 day ago,0,masterclass,masterclass,masterclass,['masterclass'],masterclass
@Pekerja_cupuh,Bismillah bisa lanjut S.2 & S.3 pak,1 day ago,1,bismillah bisa lanjut s2 s3 pak,bismillah lanjut s s pak,bismillah lanjut s s pak,"['bismillah', 'lanjut', 's', 's', 'pak']",bismillah lanjut s s pak
@keluargaazarine5640,Bahlil perlu diuji dan diundang disini,23 hours ago,1,bahlil perlu diuji dan diundang disini,bahlil perlu diuji diundang disini,bahlil perlu uji undang sini,"['bahlil', 'perlu', 'uji', 'undang', 'sini']",bahlil perlu uji undang sini
@DwiIkhlas,"Yang mewancarai ekonom, yang diwawancarai ekonom+menkeu 👏 kali ini tontonan ekslusif ☕🔥",1 day ago,0,yang mewancarai ekonom yang diwawancarai ekonommenkeu kali ini tontonan ekslusif,mewancarai ekonom diwawancarai ekonommenkeu kali tontonan ekslusif,mewancarai ekonom wawancara ekonommenkeu kali tonton ekslusif,"['mewancarai', 'ekonom', 'wawancara', 'ekonommenkeu', 'kali', 'tonton', 'ekslusif']",mewancarai ekonom wawancara ekonommenkeu kali tonton ekslusif
@helmifikri8867,MANTAP,1 day ago,0,mantap,mantap,mantap,['mantap'],mantap
@EkoPurnomo-z4i,"Masuk tema ""beasiswa & pendidikan"", dl ada yg pernah bilang, jangan jadikan pendidikan itu sebagai beban biaya tp jadikan itu sebagai investasi....",1 day ago,0,masuk tema beasiswa pendidikan dl ada yg pernah bilang jangan jadikan pendidikan itu sebagai beban biaya tp jadikan itu sebagai investasi,masuk tema beasiswa pendidikan dl yg pernah bilang jangan jadikan pendidikan sebagai beban biaya tp jadikan sebagai investasi,masuk tema beasiswa didik dl yg pernah bilang jangan jadi didik bagai beban biaya tp jadi bagai investasi,"['masuk', 'tema', 'beasiswa', 'didik', 'dl', 'yg', 'pernah', 'bilang', 'jangan', 'jadi', 'didik', 'bagai', 'beban', 'biaya', 'tp', 'jadi', 'bagai', 'investasi']",masuk tema beasiswa didik dl yg pernah bilang jangan jadi didik bagai beban biaya tp jadi bagai investasi
@AryaDjodipati,"Ini beneran Menteri, Pak Gita juga seorang ekonom. Obrolan mewah :)",1 day ago (edited),0,ini beneran menteri pak gita juga seorang ekonom obrolan mewah,beneran menteri pak gita seorang ekonom obrolan mewah,beneran menteri pak gita orang ekonom obrol mewah,"['beneran', 'menteri', 'pak', 'gita', 'orang', 'ekonom', 'obrol', 'mewah']",beneran menteri pak gita orang ekonom obrol mewah
@DeniIzranasrul,Pak Prabowo luar biasa soal sekolah itu sirap Bantu!,1 day ago,0,pak prabowo luar biasa soal sekolah itu sirap bantu,pak prabowo luar biasa soal sekolah sirap bantu,pak prabowo luar biasa soal sekolah sirap bantu,"['pak', 'prabowo', 'luar', 'biasa', 'soal', 'sekolah', 'sirap', 'bantu']",pak prabowo luar biasa soal sekolah sirap bantu
@radengarnisfadhilah2606,Betul sekali saya lulusan S1 teknik kimia umur 23 thn masih rebutan posisi kerja masuk industri,29 minutes ago (edited),0,betul sekali saya lulusan s1 teknik kimia umur 23 thn masih rebutan posisi kerja masuk industri,betul sekali lulusan s teknik kimia umur thn rebutan posisi kerja masuk industri,betul sekali lulus s teknik kimia umur thn rebut posisi kerja masuk industri,"['betul', 'sekali', 'lulus', 's', 'teknik', 'kimia', 'umur', 'thn', 'rebut', 'posisi', 'kerja', 'masuk', 'industri']",betul sekali lulus s teknik kimia umur thn rebut posisi kerja masuk industri
@charlysnuniary3667,Ini keren. Daging semua,1 day ago,0,ini keren daging semua,keren daging semua,keren daging semua,"['keren', 'daging', 'semua']",keren daging semua
@didiksuhirman2954,"Saya orang awam, bisa paham obrolan, ini terimakasih pak",1 day ago,0,saya orang awam bisa paham obrolan ini terimakasih pak,orang awam paham obrolan terimakasih pak,orang awam paham obrol terimakasih pak,"['orang', 'awam', 'paham', 'obrol', 'terimakasih', 'pak']",orang awam paham obrol terimakasih pak
@Yooooma-ex1mk,Keren nih omongannya logis,1 day ago,0,keren nih omongannya logis,keren nih omongannya logis,keren nih omong logis,"['keren', 'nih', 'omong', 'logis']",keren nih omong logis
@ericongko44,"Menurut saya, Indonesia banyak kok ekonom yg pintar. cuma ......

Terima kasih Om Gita dan Pak Purbaya untuk sharing-sharing nya. Sehat dan sukses selalu.",1 day ago,0,menurut saya indonesia banyak kok ekonom yg pintar cuma terima kasih om gita dan pak purbaya untuk sharingsharing nya sehat dan sukses selalu,saya indonesia banyak kok ekonom yg pintar cuma terima kasih om gita pak purbaya sharingsharing nya sehat sukses selalu,saya indonesia banyak kok ekonom yg pintar cuma terima kasih om gita pak purbaya sharingsharing nya sehat sukses selalu,"['saya', 'indonesia', 'banyak', 'kok', 'ekonom', 'yg', 'pintar', 'cuma', 'terima', 'kasih', 'om', 'gita', 'pak', 'purbaya', 'sharingsharing', 'nya', 'sehat', 'sukses', 'selalu']",indonesia banyak kok ekonom yg pintar cuma terima kasih om gita pak purbaya sharingsharing nya sehat sukses selalu
@pemudatangguh8243,"gila kedua orang iniii... kacauuu... Cerdasssss  visioner realistis .. 
sakiiiiittt.. andai semua menteri kayak gini",6 hours ago,0,gila kedua orang iniii kacauuu cerdasssss visioner realistis sakiiiiittt andai semua menteri kayak gini,gila kedua orang iniii kacauuu cerdasssss visioner realistis sakiiiiittt andai semua menteri kayak gini,gila dua orang iniii kacauuu cerdasssss visioner realistis sakiiiiittt andai semua menteri kayak gin,"['gila', 'dua', 'orang', 'iniii', 'kacauuu', 'cerdasssss', 'visioner', 'realistis', 'sakiiiiittt', 'andai', 'semua', 'menteri', 'kayak', 'gin']",gila orang iniii kacauuu cerdasssss visioner realistis sakiiiiittt andai semua menteri kayak gin
@abdullohnetsolution,Diskusi yang bagus dan berbobot,19 hours ago,0,diskusi yang bagus dan berbobot,diskusi bagus berbobot,diskusi bagus bobot,"['diskusi', 'bagus', 'bobot']",diskusi bagus bobot
@wawancarwan4529,"Saya orang bodoh tapi,saya seru dengerin obrolan ini 😊😊",21 hours ago,0,saya orang bodoh tapisaya seru dengerin obrolan ini,orang bodoh tapisaya seru dengerin obrolan,orang bodoh tapisaya seru dengerin obrol,"['orang', 'bodoh', 'tapisaya', 'seru', 'dengerin', 'obrol']",orang bodoh tapisaya seru dengerin obrol
